boundaryID,boundaryName,boundaryISO,boundaryYearRepresented,boundaryType,boundaryCanonical,boundarySource,boundaryLicense,licenseDetail,licenseSource,boundarySourceURL,sourceDataUpdateDate,buildDate,Continent,UNSDG-region,UNSDG-subregion,worldBankIncomeGroup,admUnitCount,meanVertices,minVertices,maxVertices,meanPerimeterLengthKM,minPerimeterLengthKM,maxPerimeterLengthKM,meanAreaSqKM,minAreaSqKM,maxAreaSqKM,staticDownloadLink,gjDownloadURL,tjDownloadURL,imagePreview,simplifiedGeometryGeoJSON
ALB-ADM1-10019604,Albania,ALB,2021,ADM1,Qarqet,"geoBoundaries, Wikipedia",Public Domain,,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,Thu Jan 19 07:31:04 2023,"Dec 12, 2023",Europe,Europe and Northern America,Southern Europe,Upper-middle-income Countries,12,114,47,254,348.0067326840285,191.0926079626881,505.5305702495398,2386.338275831697,751.2434999713408,3530.613035024821,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ALB/ADM1/geoBoundaries-ALB-ADM1-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ALB/ADM1/geoBoundaries-ALB-ADM1.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ALB/ADM1/geoBoundaries-ALB-ADM1.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ALB/ADM1/geoBoundaries-ALB-ADM1-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ALB/ADM1/geoBoundaries-ALB-ADM1_simplified.geojson
ALB-ADM2-67620474,Albania,ALB,2021,ADM2,rrethe,"geoBoundaries, Albania districts blank 2.svg",Creative Commons Attribution 2.5 Generic,,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,Thu Jan 19 07:31:04 2023,"Dec 12, 2023",Europe,Europe and Northern America,Southern Europe,Upper-middle-income Countries,37,57,9,130,164.10501341488677,12.0284935505069,316.0649970706688,787.8013770319238,5.450932096321472,1781.233428444281,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ALB/ADM2/geoBoundaries-ALB-ADM2-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ALB/ADM2/geoBoundaries-ALB-ADM2.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ALB/ADM2/geoBoundaries-ALB-ADM2.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ALB/ADM2/geoBoundaries-ALB-ADM2-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ALB/ADM2/geoBoundaries-ALB-ADM2_simplified.geojson
ALB-ADM3-75397710,Albania,ALB,2013,ADM3,Unknown,"OpenStreetMap, Wambacher",Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,Thu Jan 19 07:31:04 2023,"Dec 12, 2023",Europe,Europe and Northern America,Southern Europe,Upper-middle-income Countries,373,314,14,2589,51.35766210022408,4.447320431213528,151.13322551147294,75.94617049592183,0.724180294879785,359.81566657925697,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ALB/ADM3/geoBoundaries-ALB-ADM3-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ALB/ADM3/geoBoundaries-ALB-ADM3.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ALB/ADM3/geoBoundaries-ALB-ADM3.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ALB/ADM3/geoBoundaries-ALB-ADM3-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ALB/ADM3/geoBoundaries-ALB-ADM3_simplified.geojson
AND-ADM0-62012451,Andorra,AND,2007,ADM0,Andorra,"geoBoundaries, Wikimedia Commons",Public Domain,,commons.wikimedia.org/wiki/File,upload.wikimedia.org/wikipedia/commons/c/c5/0_Andorra_parishes_all.svg,Thu Jan 19 07:31:04 2023,"Dec 12, 2023",Europe,Europe and Northern America,Southern Europe,High-income Countries,1,755,755,755,141.04664793302845,141.04664793302845,141.04664793302845,470.17364307385776,470.17364307385776,470.17364307385776,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/AND/ADM0/geoBoundaries-AND-ADM0-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/AND/ADM0/geoBoundaries-AND-ADM0.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/AND/ADM0/geoBoundaries-AND-ADM0.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/AND/ADM0/geoBoundaries-AND-ADM0-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/AND/ADM0/geoBoundaries-AND-ADM0_simplified.geojson
AND-ADM1-23515209,Andorra,AND,2007,ADM1,Parish,"geoBoundaries, Wikimedia Commons",Public Domain,,commons.wikimedia.org/wiki/File,upload.wikimedia.org/wikipedia/commons/c/c5/0_Andorra_parishes_all.svg,Thu Jan 19 07:31:04 2023,"Dec 12, 2023",Europe,Europe and Northern America,Southern Europe,High-income Countries,7,255,52,359,47.42967341028344,27.53281207849072,65.99691566965019,67.16766341008862,25.37588143109289,104.537577802582,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/AND/ADM1/geoBoundaries-AND-ADM1-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/AND/ADM1/geoBoundaries-AND-ADM1.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/AND/ADM1/geoBoundaries-AND-ADM1.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/AND/ADM1/geoBoundaries-AND-ADM1-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/AND/ADM1/geoBoundaries-AND-ADM1_simplified.geojson
ARE-ADM0-71949806,United Arab Emirates,ARE,1995,ADM0,al-ʾImārāt al-ʿArabīyah al-Muttaḥidah,"geoBoundaries, Wikipedia",Public Domain,,commons.wikimedia.org/wiki/File,en.wikipedia.org/wiki/Outline_of_the_United_Arab_Emirates#/media,Thu Jan 19 07:31:04 2023,"Dec 12, 2023",Asia,Northern Africa and Western Asia,Western Asia,High-income Countries,1,1990,1990,1990,2610.983703965116,2610.983703965116,2610.983703965116,70646.63182473868,70646.63182473868,70646.63182473868,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARE/ADM0/geoBoundaries-ARE-ADM0-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARE/ADM0/geoBoundaries-ARE-ADM0.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARE/ADM0/geoBoundaries-ARE-ADM0.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARE/ADM0/geoBoundaries-ARE-ADM0-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARE/ADM0/geoBoundaries-ARE-ADM0_simplified.geojson
ARE-ADM1-86790563,United Arab Emirates,ARE,2017,ADM1,Unknown,"OpenStreetMap, Wambacher",Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,Thu Jan 19 07:31:04 2023,"Dec 12, 2023",Asia,Northern Africa and Western Asia,Western Asia,High-income Countries,7,11566,504,54039,988.5369674300108,123.84556473108516,4035.707999443152,10144.520714014763,247.1662114518344,59448.66645420476,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARE/ADM1/geoBoundaries-ARE-ADM1-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARE/ADM1/geoBoundaries-ARE-ADM1.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARE/ADM1/geoBoundaries-ARE-ADM1.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARE/ADM1/geoBoundaries-ARE-ADM1-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARE/ADM1/geoBoundaries-ARE-ADM1_simplified.geojson
ARG-ADM0-23045417,Argentina,ARG,2006,ADM0,the Argentine Republic,"geoBoundaries, Wikimedia",Creative Commons Attribution 2.5 Generic,,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,Thu Jan 19 07:31:04 2023,"Dec 12, 2023",Latin America and the Caribbean,Latin America and the Caribbean,South America,High-income Countries,1,1524,1524,1524,14248.094689583064,14248.094689583064,14248.094689583064,2776548.009318969,2776548.009318969,2776548.009318969,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARG/ADM0/geoBoundaries-ARG-ADM0-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARG/ADM0/geoBoundaries-ARG-ADM0.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARG/ADM0/geoBoundaries-ARG-ADM0.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARG/ADM0/geoBoundaries-ARG-ADM0-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARG/ADM0/geoBoundaries-ARG-ADM0_simplified.geojson
ARG-ADM1-19177384,Argentina,ARG,2006,ADM1,Province,"geoBoundaries, Wikimedia",Creative Commons Attribution 2.5 Generic,,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,Thu Jan 19 07:31:04 2023,"Dec 12, 2023",Latin America and the Caribbean,Latin America and the Caribbean,South America,High-income Countries,23,186,24,360,1865.1201157924972,140.26854904104474,3923.107162131407,120719.47866608929,947.5279761442018,382939.8281008096,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARG/ADM1/geoBoundaries-ARG-ADM1-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARG/ADM1/geoBoundaries-ARG-ADM1.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARG/ADM1/geoBoundaries-ARG-ADM1.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARG/ADM1/geoBoundaries-ARG-ADM1-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARG/ADM1/geoBoundaries-ARG-ADM1_simplified.geojson
ARG-ADM2-61730980,Argentina,ARG,2020,ADM2,departments,"Instituto Geografico Nacional and UNHCR, OCHA ROLAC",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/argentina-administrative-level-0-boundaries,data.humdata.org/dataset/argentina-administrative-level-0-boundaries,Thu Jan 19 07:31:04 2023,"Dec 12, 2023",Latin America and the Caribbean,Latin America and the Caribbean,South America,High-income Countries,526,3180,11,75186,387.6384367631876,11.316354955993727,1841.9443858565232,5290.271707570279,6.335526859488534,63132.15304742775,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARG/ADM2/geoBoundaries-ARG-ADM2-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARG/ADM2/geoBoundaries-ARG-ADM2.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARG/ADM2/geoBoundaries-ARG-ADM2.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARG/ADM2/geoBoundaries-ARG-ADM2-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARG/ADM2/geoBoundaries-ARG-ADM2_simplified.geojson
ARM-ADM0-83012948,Armenia,ARM,2005,ADM0,the Republic of Armenia,"geoBoundaries, Wikimedia",Creative Commons Attribution 2.5 Generic,,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,Thu Jan 19 07:31:04 2023,"Dec 12, 2023",Asia,Northern Africa and Western Asia,Western Asia,Upper-middle-income Countries,1,1056,1056,1056,1479.0798072643056,1479.0798072643056,1479.0798072643056,29274.22217337719,29274.22217337719,29274.22217337719,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARM/ADM0/geoBoundaries-ARM-ADM0-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARM/ADM0/geoBoundaries-ARM-ADM0.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARM/ADM0/geoBoundaries-ARM-ADM0.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARM/ADM0/geoBoundaries-ARM-ADM0-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARM/ADM0/geoBoundaries-ARM-ADM0_simplified.geojson
ARM-ADM1-6114869,Armenia,ARM,2005,ADM1,Province and City,"geoBoundaries, Wikimedia",Creative Commons Attribution 2.5 Generic,,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,Thu Jan 19 07:31:04 2023,"Dec 12, 2023",Asia,Northern Africa and Western Asia,Western Asia,Upper-middle-income Countries,11,280,89,392,314.9965557018167,79.25329142503895,440.0583816206265,2661.2929249515214,210.952359258644,5147.72284794478,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARM/ADM1/geoBoundaries-ARM-ADM1-all.zip,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARM/ADM1/geoBoundaries-ARM-ADM1.geojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARM/ADM1/geoBoundaries-ARM-ADM1.topojson,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARM/ADM1/geoBoundaries-ARM-ADM1-PREVIEW.png,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARM/ADM1/geoBoundaries-ARM-ADM1_simplified.geojson
